Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome
CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	CAM-062	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	CAM-062	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	CAM-062	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062	Sim	172.16.2.62	CAM-062 TANQUE 21 (AGUA)2 E RUA SENTIDO DUTOVIA 1	CAM-062
CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	CAM-063	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	CAM-063	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	CAM-063	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063	Sim	172.16.2.63	CAM-063 SPEED SUBESTAÇÃO II	CAM-063
CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	CAM-064	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	CAM-064	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	CAM-064	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064	Sim	172.16.2.64	CAM-064 RUA SENTIDO PLATAFORMAS	CAM-064
CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	CAM-065	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	CAM-065	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	CAM-065	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065	Sim	172.16.2.65	CAM-065  MOTOR DE BOMBAS DE INCENDIO	CAM-065
CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	CAM-066	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	CAM-066	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	CAM-066	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066	Sim	172.16.2.66	CAM-066 RUA SENTIDO DUTOVIA II E TANQUES	CAM-066
CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	CAM-067	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	CAM-067	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	CAM-067	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067	Sim	172.16.2.67	CAM-067 RUA SENTIDO DUTOVIA III E TANQUES	CAM-067
CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	CAM-068	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	CAM-068	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	CAM-068	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068	Sim	172.16.2.68	CAM-068 RUA SENTIDO DUTOVIA IV E TANQUES	CAM-068
CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	CAM-069	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	CAM-069	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	CAM-069	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069	Sim	172.16.2.69	CAM-069 RUA SENTIDO DUTOVIA V E TANQUES	CAM-069
CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	CAM-070	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	CAM-070	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	CAM-070	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070	Sim	172.16.2.70	CAM-070 RUA SENTIDO DUTOVIA V E TANQUES	CAM-070
CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	CAM-071	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	CAM-071	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	CAM-071	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071	Sim	172.16.2.71	CAM-071 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-071
CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	CAM-072	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	CAM-072	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	CAM-072	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072	Sim	172.16.2.72	CAM-072 RUA SENTIDO DUTOVIA VI E TANQUES	CAM-072
CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	CAM-073	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	CAM-073	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	CAM-073	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073	Sim	172.16.2.73	CAM-073 DUTOVIA E RIO	CAM-073
CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	CAM-074	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	CAM-074	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	CAM-074	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074	Sim	172.16.2.74	CAM-074 SPEED DOME PERIMETRO RIO -TUBOVIA E TANQUES	CAM-074
